vehicle_id,time,target_id,entrance_id,exit_id
1,5:31,212,222,224
2,5:32,213,223,227
3,5:33,214,222,227
4,5:34,215,222,224
5,5:36,216,223,227
6,5:37,217,223,227
7,5:38,218,223,224
8,5:40,219,222,224
9,5:41,220,223,225
10,5:42,221,223,228
11,5:43,102,223,229
12,5:44,103,222,230
13,5:46,104,223,229
14,5:47,105,223,230
15,5:48,106,222,224
16,5:50,107,222,225
17,5:51,108,222,229
18,5:53,109,222,228
19,5:55,190,222,228
20,5:56,191,223,226
21,5:57,192,223,227
22,5:58,193,223,228
23,5:59,194,222,228
24,6:01,195,222,230
25,6:03,164,222,230
26,6:04,165,222,227
27,6:01,166,222,225
28,6:03,167,223,228
29,6:04,168,222,224
30,6:06,169,223,224
31,6:07,170,222,227
32,6:08,171,223,230
33,6:09,172,223,227
34,6:10,173,223,228
35,6:14,174,222,226
36,6:15,175,222,228
37,6:18,176,223,226
38,6:19,177,222,227
39,6:20,178,223,225
40,6:21,179,222,225
41,6:23,180,222,228
42,6:24,181,223,224
43,6:25,145,223,228
44,6:26,146,223,226
45,6:28,147,223,224
46,6:29,148,222,224
47,6:30,149,223,224
48,6:31,150,222,230
49,6:32,151,222,226
50,6:33,152,222,230
51,6:34,153,223,227
52,6:35,154,223,227
53,6:36,155,222,224
54,6:37,156,223,230
55,6:38,157,222,226
56,6:39,158,222,229
57,6:40,159,223,226
58,6:41,160,222,230
59,6:42,161,222,230
60,6:43,162,222,229
61,6:44,163,223,228
62,6:46,55,222,228
63,6:47,56,223,229
64,6:49,57,222,226
65,6:50,58,222,226
66,6:52,59,222,224
67,6:54,60,222,226
68,6:55,61,223,228
69,6:56,62,223,227
70,6:58,63,222,226
71,6:59,64,222,228
72,7:01,65,222,228
73,7:02,66,223,229
74,7:04,67,223,225
75,7:05,68,223,224
76,7:07,69,223,227
77,7:08,70,223,226
78,7:09,71,222,226
79,7:10,72,223,228
80,7:11,73,223,224
81,7:12,74,223,224
82,7:13,75,222,228
83,7:14,76,222,228
84,7:15,77,222,226
85,7:16,28,222,224
86,7:17,29,223,229
87,7:18,30,222,225
88,7:19,31,223,228
89,7:20,32,223,228
90,7:22,33,222,230
91,7:23,34,223,227
92,7:25,35,223,226
93,7:26,36,222,224
94,7:27,37,222,230
95,7:28,38,223,224
96,7:29,39,222,224
97,7:31,40,222,228
98,7:32,41,223,228
99,7:34,42,223,226
100,7:35,43,223,224
101,7:37,44,222,229
102,7:38,45,223,224
103,7:40,46,223,229
104,7:41,47,223,230
105,7:42,48,222,226
106,7:44,49,222,228
107,7:45,50,223,224
108,7:46,51,223,228
109,7:47,52,222,227
110,7:48,53,223,226
111,7:49,54,223,224
112,7:50,55,222,225
113,7:51,56,223,226
114,7:52,57,222,224
115,7:54,58,222,229
116,7:55,59,222,227
117,7:56,60,223,228
118,7:57,61,222,228
119,7:58,62,222,228
120,8:01,63,222,228
121,8:02,64,222,226
122,8:03,65,223,224
123,8:04,66,223,228
124,8:05,67,222,224
125,8:06,68,223,226
126,8:07,69,223,227
127,8:08,70,222,227
128,8:09,71,223,224
129,8:10,72,223,224
130,8:11,73,222,230
131,8:13,74,222,228
132,8:14,75,223,228
133,8:15,76,222,224
134,8:16,77,222,227
135,8:17,78,222,224
136,8:19,79,222,230
137,8:20,80,223,224
138,8:21,81,223,229
139,8:22,82,222,225
140,8:24,83,222,228
141,8:26,84,222,230
142,8:27,34,222,229
143,8:29,1,223,229
