vehicle_id,time,target_id,entrance_id,exit_id
1,5:32,12,115,111
2,5:35,21,115,111
3,5:39,8,116,110
4,5:41,56,115,111
5,5:42,34,116,113
6,5:43,88,116,110
7,5:45,1,115,111
8,5:51,102,116,110
9,5:53,42,116,112
10,5:55,100,116,112
11,5:59,30,115,110
12,6:01,51,116,111
13,6:03,94,115,113
14,6:04,5,115,110
15,6:05,81,116,112
16,6:07,71,115,110
17,6:08,4,115,110
18,6:11,24,115,111
19,6:13,74,116,113
20,6:16,38,116,113
21,6:17,91,116,112
22,6:19,93,115,112
23,6:20,41,115,111
24,6:21,55,116,113
25,6:28,39,115,112
26,6:30,64,116,110
27,6:31,11,115,112
28,6:35,27,116,110
29,6:41,25,115,110
30,6:46,47,116,112
31,6:47,28,116,111
32,6:48,97,115,111
33,6:50,96,115,111
34,6:52,80,116,113
35,6:55,68,115,112
36,6:59,104,116,112
37,7:05,84,115,111
38,7:06,78,115,113
39,7:08,53,115,112
40,7:11,76,115,110
41,7:12,67,115,112
42,7:13,54,116,110
43,7:14,61,115,110
44,7:18,31,116,112
45,7:19,50,115,111
46,7:20,9,115,112
47,7:22,69,116,110
48,7:23,46,116,111
49,7:27,45,115,111
50,7:30,75,116,110
51,7:40,26,116,110
52,7:41,37,115,113
53,7:43,15,115,112
54,7:46,49,115,113
55,7:47,101,115,112
56,7:49,36,116,113
57,7:50,33,116,110
58,7:51,43,116,113
59,7:52,52,115,112
60,7:55,62,116,112
61,7:56,86,115,111
62,8:02,14,116,113
63,8:03,63,115,112
64,8:06,40,116,110
65,8:08,72,116,112
66,8:13,35,116,110
67,8:14,13,115,110
68,8:16,98,115,113
69,8:22,17,116,112
70,8:24,87,116,112
71,8:25,59,115,111
72,8:29,89,116,113
